file_name,class_name
vxqWdSOVI9U.mp3,Alternative Rock
GhCXAiNz9Jo.mp3,Alternative Rock
PVyS9JwtFoQ.mp3,Alternative Rock
kTjfl0yhyRk.mp3,Alternative Rock
rP3ovD8ZSS4.mp3,Rock
JXkN3nJyWEA.mp3,Alternative Rock
t2zb_iZC6nI.mp3,Alternative Rock
gEVi0IxC0yM.mp3,Alternative Rock
fUiZHt6sqg4.mp3,Rock New Wave
Pn-6eOxnEMI.mp3,Alternative Rock
7wfYIMyS_dI.mp3,Ambient New Age
5mAj05AUQu0.mp3,Ambient New Age
omqX7sApDDI.mp3,Ambient New Age
ZRSNy8DcIDk.mp3,Ambient New Age
ReSiLlGzj_A.mp3,Ambient New Age
aKw5mbcE7VY.mp3,Ambient New Age
R-5f1ZUUsmY.mp3,Ambient New Age
OR4Rn1Wt96k.mp3,Ambient New Age
pFuTpFumd9s.mp3,IDM - Electronica
wx6sd2Uiapk.mp3,Ambient New Age
WGq-eCoPSwA.mp3,Big Band
HAqyj5nPEzA.mp3,Big Band
dtd_CF7AvcQ.mp3,Big Band
Na1N80vKXLw.mp3,Big Band
SldKwr1R0Yk.mp3,Big Band
TxH9Dg1JLio.mp3,Big Band
cCRq6NpIP8s.mp3,Big Band
7pnSNIab1sM.mp3,Big Band
qw4OBoIE6KY.mp3,Big Band
_CI-0E_jses.mp3,Big Band
96o2yriYDZU.mp3,Electric Blues
jnttI7aEI0g.mp3,Electric Blues
fJJ4lI631Ng.mp3,Electric Blues
9sO-XP-ur1s.mp3,Blues
RE0XhQ_BSkk.mp3,Blues
Yd60nI4sa9A.mp3,Rural Blues
39RBm4tH9cA.mp3,Rural Blues
Y_o4omd8T5c.mp3,Rural Blues
RKBzv5lWLQs.mp3,Rural Blues
C_HmbIPdz34.mp3,Rural Blues
Vppbdf-qtGU.mp3,Blues Rock
JAdCePtwoW4.mp3,Blues Rock
SUYo8PeO96g.mp3,Blues Rock
vtNG_G6OtCE.mp3,Blues Rock
IB6B58z6MUo.mp3,Blues Rock
r4b4SU9I6tc.mp3,Blues Rock
EXTDoVANaVA.mp3,Blues Rock
_Mtt7eT-go4.mp3,Blues Rock
rnKbImRPhTE.mp3,Blues Rock
4Lk2KHajp4Y.mp3,Blues Rock
tzRFLMn4kpM.mp3,Bollywood
bPk9bSvQQoc.mp3,Bollywood
k7vNilNjAwE.mp3,Bollywood
MP4F0ZcW_G0.mp3,Bollywood
I08ex7M5WTw.mp3,Bollywood
_KhQT-LGb-4.mp3,Bollywood
IBvg3WeqP1U.mp3,Bollywood
JFcgOboQZ08.mp3,Bollywood
PiqQAGTcrA0.mp3,Bollywood
Y8QH7a5YQFU.mp3,Bollywood
-Hpczb5quhk.mp3,Bop
09BB1pci8_o.mp3,Bop
0t5gbhk4l7k.mp3,Bop
lHUapMTgWD0.mp3,Bop
LJpFkgiPpEk.mp3,Bop
uFEb45pnko8.mp3,Bop
73VczRfu9Kg.mp3,Bop
Cv9NSR-2DwM.mp3,Bop
6ScZtKqVMS4.mp3,Bop
5a4n6yZIXxI.mp3,Bop
MpMC2_SCY7w.mp3,Breakbeat
VMOIpdrgnYE.mp3,Breakbeat
9tcwlCHSdGQ.mp3,Breakbeat
XMjKoVHf4jw.mp3,Breakbeat
w2AOy0Dc2ds.mp3,Breakbeat
ybWOg-JAQog.mp3,Breakbeat
QPWsQ7utB2s.mp3,Breakbeat
Le7-euWSdhI.mp3,Breakbeat
8qWePX39R40.mp3,Breakbeat
0InCN5ssSeM.mp3,Breakbeat
4GueQZ0w4Lc.mp3,Chanson Francaise
uGbSYohHcio.mp3,Chanson Francaise
Ep3rdap8Xk8.mp3,Chanson Francaise
lrVlDFVWxK8.mp3,Chanson Francaise
fztkUuunI7g.mp3,Chanson Francaise
9LKMN8-azPc.mp3,Chanson Francaise
OKztAgfYvjw.mp3,Chanson Francaise
gj1_tJ9fZCU.mp3,Chanson Francaise
XoLcVzxwgvQ.mp3,Chanson Francaise
h9-OzSzCDWo.mp3,Chanson Francaise
INn1C6ImJKg.mp3,Chill Out Lounge
aiMxmJlsOL0.mp3,Chill Out Lounge
OOCS52WIHtk.mp3,Chill Out Lounge
t989-ukRYTY.mp3,Trip Hop
UwLB34_w6aI.mp3,Chill Out Lounge
xuDq8kWCroA.mp3,Chill Out Lounge
kfRmrg0g060.mp3,Chill Out Lounge
2KMo6WNEZuQ.mp3,Chill Out Lounge
YkuH_m3d-8Q.mp3,Chill Out Lounge
DbgfIxiBKfE.mp3,Chill Out Lounge
kK5AohCMX0U.mp3,Church Music
SGWYbkXCcGU.mp3,Church Music
ho9rZjlsyYY.mp3,Church Music
EmORbVcjjGc.mp3,Church Music
XlLjOZz__AI.mp3,Church Music
k1-TrAvp_xs.mp3,Church Music
kkJC8p48g6g.mp3,Church Music
GFoT6UUNLZc.mp3,Church Music
SZQzW_QfPew.mp3,Church Music
H3v9unphfi0.mp3,Church Music
nPHzs6YwsvA.mp3,Classical
eswKJ_EOdf8.mp3,Classical
_4IRMYuE1hI.mp3,Symphony
FCi2u265wxQ.mp3,Concerto
iCEDfZgDPS8.mp3,Symphony
5GFfIe3mr20.mp3,Classical
mqjKKg7BRvo.mp3,Classical
BbT_Q23SSpc.mp3,Classical
5i3JAufC_-c.mp3,Classical
1uPc_6KIerA.mp3,Classical
V14in2dBg2k.mp3,Concerto
e-GMagL7N7Q.mp3,Concerto
3oUKEOMhx4A.mp3,Concerto
XvFktwMqYlI.mp3,Concerto
EwjZwONDca8.mp3,Concerto
p_gHgbR0y1E.mp3,Concerto
psm5dsUH2WM.mp3,Concerto
U2zleXyWFac.mp3,Concerto
qi9Mrulqy-Y.mp3,Concerto
BWerj8FcprM.mp3,Concerto
Ixrje2rXLMA.mp3,Country
7qaHdHpSjX8.mp3,Country
5PaJ-BHmWiE.mp3,Country
Kq6DUFqTo7M.mp3,Country
bnrSvuOx3lk.mp3,Country
KT0jTZAiN-g.mp3,Country
1Q1Uk68-Cl4.mp3,Country
NVq27glkY_A.mp3,Country
363Nlp3w050.mp3,Country
c-q7Mih69KE.mp3,Country
3GeaYy6zlXU.mp3,Country Rock
lexhv8MaXQ8.mp3,Country Rock
oZyC-Z0Vw0M.mp3,Country Rock
9jhF92eHoYI.mp3,Country Rock
qpYW3qng78E.mp3,Country Rock
khrx-zrG460.mp3,Country Rock
Dwpd_f4t8U8.mp3,Country Rock
TNpLSaCirj8.mp3,Country Rock
tdsJI8Wc2D4.mp3,Country Rock
3umaLe37-LE.mp3,Country Rock
1RHBAd5YUR8.mp3,Dance Pop
pwnefUaKCbc.mp3,Dance Pop
tyzkl_luKf8.mp3,Dance Pop
JmcA9LIIXWw.mp3,Dance Pop
qrO4YZeyl0I.mp3,Dance Pop
C-u5WLJ9Yk4.mp3,Dance Pop
l9ml3nyww80.mp3,Dance Pop
6M6samPEMpM.mp3,Dance Pop
pj6k-EFxqAI.mp3,Dance Pop
t4H_Zoh7G5A.mp3,Dance Pop
wH_0_pijbZY.mp3,Dancehall
YwSU0rcVTaE.mp3,Dancehall
iwBGQb_5SRw.mp3,Dancehall
eyRLSe3MEGI.mp3,Dancehall
SviZhEw3LJc.mp3,Dancehall
rtts83Fh5JM.mp3,Dancehall
fg1HZC0ncxw.mp3,Dancehall
-av7F1JBmj4.mp3,Dancehall
NKJIIHgy1E0.mp3,Dancehall
iTOQuIqAWEQ.mp3,Dancehall
SKSuUOwOMTA.mp3,Disco
Asj6zLq5BIY.mp3,Disco
QZh2WFIoUfA.mp3,Disco
LpIbgBChVgY.mp3,Disco
Om9CdilJETI.mp3,Disco
h1qQ1SKNlgY.mp3,Disco
qchPLaiKocI.mp3,Disco
eL8vHOAp9E8.mp3,Disco
nqxVMLVe62U.mp3,Disco
Lrle0x_DHBM.mp3,Disco
cG7cRDcPY3k.mp3,Drum & Bass
6t88RGH8MKs.mp3,Drum & Bass
Q5jZXE3bNPg.mp3,Drum & Bass
cwI0gbGEyuI.mp3,Drum & Bass
I0KiAx6229A.mp3,Drum & Bass
s6BHQztjkuU.mp3,Drum & Bass
b3s82WYEm2o.mp3,Drum & Bass
LaWmjJNG9o0.mp3,Drum & Bass
bbmdDQ3XrTM.mp3,Drum & Bass
WvxH5UsWsGw.mp3,Drum & Bass
732vFf2VmK4.mp3,Dub
ZvYSYOKFCbk.mp3,Dub
cSGNuQQEMJw.mp3,Dub
3-NlTyuB6gc.mp3,Dub
Pte68Px80_U.mp3,Dub
ZcERFp7pOQQ.mp3,Dub
xt6VekCVrqg.mp3,Dub
SBHucOSjkQs.mp3,Dub
FYFxM3d16e0.mp3,Dub
yeWBeNUdfsU.mp3,Dub
IUGzY-ihqWc.mp3,Dubstep
WSeNSzJ2-Jw.mp3,Dubstep
h3cE9iXIx9c.mp3,Dubstep
CDmWJbN8bDo.mp3,Dubstep
JRftXCiqfQ8.mp3,Dubstep
R5N7JaURMxQ.mp3,Dubstep
haas3N9vxsM.mp3,Dubstep
qql97uZI0-M.mp3,Dubstep
taJWCXQRye0.mp3,Dubstep
eakT0od-gY0.mp3,Dubstep
MPjhJXigOWc.mp3,Easy Listening
j9zuYfdfeoM.mp3,Easy Listening
4SzthQDH1QA.mp3,Easy Listening
Dxkjj-W801A.mp3,Easy Listening
2NglD0H-cps.mp3,Easy Listening
uyhkQxIoCx4.mp3,Easy Listening
Fskz0F9aN7Y.mp3,Easy Listening
-qRP_gnygT8.mp3,Easy Listening
CdVEwjGLEYk.mp3,Easy Listening
-6uM9VghmIY.mp3,Easy Listening
_ovdm2yX4MA.mp3,EDM
sMq90UAg-Zw.mp3,EDM
LqOJq0HeZMc.mp3,EDM
feWNvGpWHLM.mp3,EDM
4m9vlfmjDqM.mp3,EDM
VmvaGP30cYk.mp3,EDM
bI-boa-JGe0.mp3,EDM
h5EydlkwCuw.mp3,EDM
49P4GUA4AIY.mp3,EDM
5GNE51G207g.mp3,EDM
9sO-XP-ur1s.mp3,Blues
RE0XhQ_BSkk.mp3,Blues
bSfqNEvykv0.mp3,Blues
An4uDegHB8s.mp3,Blues
2XITBuWNROk.mp3,Electric Blues
0vo23H9J8o8.mp3,Blues
kUGEikZBHvo.mp3,Electric Blues
UzxBuR-eKQk.mp3,Electric Blues
G27VKWgJeUE.mp3,Electric Blues
IibBmvF_Tv4.mp3,Electric Blues
vIq6UTrpQF0.mp3,Electro Body Music
FwgZ9RV4R_0.mp3,Electro Body Music
SJsaWXt9GqM.mp3,Electro Body Music
2krPtELFkks.mp3,Electro Body Music
T6I7NGdNdfY.mp3,Electro Body Music
wwfd3g8v-00.mp3,Electro Body Music
r2AzgXX8VCE.mp3,Electro Body Music
WGpyMa1hhuI.mp3,Electro Body Music
Oz_i9R2PqA0.mp3,Electro Body Music
-DJhXFJOFF8.mp3,Electro Body Music
KFq2pU21cNU.mp3,Electro Pop
wkKueyJaA0A.mp3,Electro Pop
6QJH3wzcQ54.mp3,Electro Pop
fpWNimba344.mp3,Electro Pop
3tOVd6MA7Sw.mp3,Electro Pop
cBMAw21l4_k.mp3,Electro Pop
-BVsEGTZdoY.mp3,Electro Pop
eSQpVn80gLo.mp3,Electro Pop
OUp5_o_i3uA.mp3,Electro Pop
FzijFhkdbeA.mp3,Electro Pop
wgAKnsO6N-s.mp3,Eurodance
Rvig7-sxvvM.mp3,Eurodance
KkhGkRahU6g.mp3,Eurodance
XcEJ0H8mE9Y.mp3,Eurodance
ZyhrYis509A.mp3,Eurodance
IM-ky0uLFbI.mp3,Eurodance
7uhWJATdXMA.mp3,Eurodance
I5HOS-DbK6E.mp3,Eurodance
oJ3EJ_ICJnc.mp3,Eurodance
UFiYN-p6adc.mp3,Eurodance
1RyOzhdd2Jw.mp3,Experimental Electronic Music
oZKSb7JYSKc.mp3,Experimental Electronic Music
LsTnSjywfWo.mp3,Experimental Electronic Music
3XJluLc_5sk.mp3,Experimental Electronic Music
QXPkqP9sAvY.mp3,Experimental Electronic Music
UA0U8WJdBmg.mp3,Experimental Electronic Music
oH_-DdezpYg.mp3,Experimental Electronic Music
G8LKgDNkK7o.mp3,Experimental Electronic Music
qnshrtoaXNA.mp3,Experimental Electronic Music
H-7S9RB7BOI.mp3,Experimental Electronic Music
nJESSGMq5_E.mp3,Folk
qZP54bClDRw.mp3,Folk
kyquqw6GeXk.mp3,Folk
9C1BCAgu2I8.mp3,Folk
G58XWF6B3AA.mp3,Folk
TvMS_ykiLiQ.mp3,Folk
0TNYMvrYrMM.mp3,Folk
7oday_Fc-Gc.mp3,Folk
tIEV1OanDGY.mp3,Folk
s5BJXwNeKsQ.mp3,Folk
JOD-M7WZkZQ.mp3,Funk
qOR2wcel2Yo.mp3,Funk
oEYgSuIWPTs.mp3,Funk
3sYUthjyTb8.mp3,Funk
l4nOHdUntyM.mp3,Funk
nEDB62oKv2M.mp3,Funk
Ki5aS5LSrQM.mp3,Funk
AoQ4AtsFWVM.mp3,Funk
X8Ow1nlafOg.mp3,Funk
5bOxoe8qDGQ.mp3,Funk
ZJg5Op5W7yw.mp3,Gospel
aaKf6P2nhKg.mp3,Gospel
3qoQXgagJC0.mp3,Gospel
KGGsH2bNlEQ.mp3,Gospel
7CK1R1suY6U.mp3,Gospel
SmHtDQKyBMw.mp3,Gospel
ibPWDx3Z_8M.mp3,Gospel
_zK_ifCiqHI.mp3,Gospel
6CU4egMDFxU.mp3,Gospel
ZoJz2SANTyo.mp3,Gospel
zUwEIt9ez7M.mp3,Hard Rock
HQmmM_qwG4k.mp3,Hard Rock
uk_wUT1CvWM.mp3,Hard Rock
l482T0yNkeo.mp3,Hard Rock
qnkuBUAwfe0.mp3,Hard Rock
e8A9J94UWI8.mp3,Hard Rock
GurkREc-q4I.mp3,Hard Rock
qFhM1XZsh6o.mp3,Hard Rock
Wr9ie2J2690.mp3,Hard Rock
LMcDg2HwOnM.mp3,Hard Rock
_CL6n0FJZpk.mp3,Hip Hop
JSzg2e8MutM.mp3,Hip Hop
41qC3w3UUkU.mp3,Hip Hop
rKTUAESacQM.mp3,Hip Hop
LoQHL09L724.mp3,Hip Hop
meXPbvp3ldg.mp3,Hip Hop
rjJWxFTZBK0.mp3,Hip Hop
6IS6g3_pp1I.mp3,Hip Hop
LR3GQfryp9M.mp3,Hip Hop
RLnA25dVzrQ.mp3,Hip Hop
HSwda46cNMg.mp3,House
P8JEm4d6Wu4.mp3,House
1Upj_Ib30K4.mp3,House
_raonMRuT54.mp3,House
L5KQbLToL6g.mp3,House
aiumJ_nDkhs.mp3,House
2MbMrplJZNQ.mp3,House
B0qz6XwxUiM.mp3,House
eZ7VYkYPyoc.mp3,House
yTGNlvFNDLk.mp3,House
SqayDnQ2wmw.mp3,IDM - Electronica
FLK70Ipe-tI.mp3,IDM - Electronica
rZxHZ-unOBQ.mp3,IDM - Electronica
CWTAOwgTbu4.mp3,IDM - Electronica
MGJwxJQbP3U.mp3,IDM - Electronica
U-F-dUxNEKQ.mp3,IDM - Electronica
gsAQZahOhfE.mp3,IDM - Electronica
XisOVzJ32_g.mp3,IDM - Electronica
Od0ZvXXghP4.mp3,IDM - Electronica
ihyQf8mww3o.mp3,IDM - Electronica
LWo_lC8oKk0.mp3,Illbient Dark Ambient
aebnsb3pIak.mp3,Illbient Dark Ambient
wshd3Dy5uKE.mp3,Illbient Dark Ambient
toB5wOvpSos.mp3,Illbient Dark Ambient
AnCGnKyRBwg.mp3,Illbient Dark Ambient
Qz15AKiKCAs.mp3,Illbient Dark Ambient
bkJd-i0iL2E.mp3,Illbient Dark Ambient
bvE3vz_OugA.mp3,Illbient Dark Ambient
jao1d826TkA.mp3,Illbient Dark Ambient
HVwbGCUDcFo.mp3,Illbient Dark Ambient
VYWtyJGq4vo.mp3,Indie Rock
bx1Bh8ZvH84.mp3,Indie Rock
q0HIxJtLI_Q.mp3,Indie Rock
g4Vp_P9d6O4.mp3,Indie Rock
y5l-GSDo72c.mp3,Indie Rock
vKlmwJZOrXM.mp3,Indie Rock
5Da9sc6YDBo.mp3,Indie Rock
CZXLLMbJdZ4.mp3,Indie Rock
-PS572zgzAE.mp3,Indie Rock
0ZiWKNzUD-0.mp3,Industrial
gi6tMP8abnk.mp3,Industrial
N-IixtxKETU.mp3,Industrial
y6i2AGZCQZg.mp3,Industrial
JYhgqFBs19w.mp3,Industrial
XSoy-yrBsoA.mp3,Industrial
rxFYGe4bMac.mp3,Industrial
6KLO2ubqUW4.mp3,Industrial
FGRx2U2uZsw.mp3,Industrial
OZWmYEUoweg.mp3,Industrial
vwwkjI65Q0A.mp3,Jazz
sCQfTNOC5aE.mp3,Jazz
iDjeXUxbvGI.mp3,Jazz
2AR93r-ASWI.mp3,Jazz
Ae0nwSv6cTU.mp3,Jazz
lCtZ-nqXVPc.mp3,Jazz
gv_bkS5VVaA.mp3,Jazz
cb2w2m1JmCY.mp3,Big Band
PYPAynXWfJ8.mp3,Jazz
aWhAN3iik-k.mp3,Jazz
xFutjZEBTXs.mp3,Latin Pop - Latin Dance
IKmPci5VXz0.mp3,Latin Pop - Latin Dance
p47fEXGabaY.mp3,Big Band
UTh7f6tZMO4.mp3,Latin Pop - Latin Dance
63aAqNN2J50.mp3,Latin Pop - Latin Dance
