Cluster ID,Genres,files
0,Breakbeat,9tcwlCHSdGQ.mp3
0,Breakbeat,XMjKoVHf4jw.mp3
0,Breakbeat,QPWsQ7utB2s.mp3
0,Breakbeat,Le7-euWSdhI.mp3
0,Chill Out Lounge,INn1C6ImJKg.mp3
0,Chill Out Lounge,OOCS52WIHtk.mp3
0,Dance Pop,1RHBAd5YUR8.mp3
0,Dance Pop,pwnefUaKCbc.mp3
0,Dance Pop,C-u5WLJ9Yk4.mp3
0,Dance Pop,l9ml3nyww80.mp3
0,Dancehall,NKJIIHgy1E0.mp3
0,Disco,SKSuUOwOMTA.mp3
0,Disco,QZh2WFIoUfA.mp3
0,Disco,LpIbgBChVgY.mp3
0,Disco,Om9CdilJETI.mp3
0,Disco,h1qQ1SKNlgY.mp3
0,Disco,nqxVMLVe62U.mp3
0,Disco,Lrle0x_DHBM.mp3
0,Dub,ZcERFp7pOQQ.mp3
0,Dub,SBHucOSjkQs.mp3
0,Dub,FYFxM3d16e0.mp3
0,Electro Pop,3tOVd6MA7Sw.mp3
0,Electro Pop,-BVsEGTZdoY.mp3
0,Eurodance,Rvig7-sxvvM.mp3
0,Eurodance,XcEJ0H8mE9Y.mp3
0,Eurodance,ZyhrYis509A.mp3
0,Eurodance,oJ3EJ_ICJnc.mp3
0,Eurodance,UFiYN-p6adc.mp3
0,Funk,qOR2wcel2Yo.mp3
0,Funk,l4nOHdUntyM.mp3
0,Funk,X8Ow1nlafOg.mp3
0,Funk,5bOxoe8qDGQ.mp3
0,Gospel,SmHtDQKyBMw.mp3
0,Hip Hop,LR3GQfryp9M.mp3
0,House,HSwda46cNMg.mp3
0,House,P8JEm4d6Wu4.mp3
0,House,1Upj_Ib30K4.mp3
0,House,_raonMRuT54.mp3
0,Indie Rock,q0HIxJtLI_Q.mp3
0,Industrial,rxFYGe4bMac.mp3
0,New Wave,d5XJ2GiR6Bo.mp3
0,New Wave,cNEdxZURTaI.mp3
0,New Wave,uPudE8nDog0.mp3
0,New Wave,bj8GBas6AJs.mp3
0,New Wave,LGD9i718kBU.mp3
0,New Wave,v9mJuqBipE0.mp3
0,Pop,SDTZ7iX4vTQ.mp3
0,New Wave,EqeJUGzvnq0.mp3
0,R&B - Nu Soul,nmdUMwlrezs.mp3
0,R&B - Nu Soul,R2MHkGmzt-Y.mp3
0,R&B - Nu Soul,qaEfEbKECRo.mp3
0,R&B - Nu Soul,y7mwZULsVcQ.mp3
0,R&B - Nu Soul,jsvp_LH90uI.mp3
0,R&B - Nu Soul,N9Hj1UjNVCE.mp3
0,R&B - Nu Soul,DpIa0KBlLWU.mp3
0,R&B - Nu Soul,xEG8MsCSMU0.mp3
0,R&B - Nu Soul,amiXxFi-2TA.mp3
0,Reggae,4UkKrRWT4Ww.mp3
0,Rock New Wave,15FfWj11uys.mp3
0,Soul,rjlSiASsUIs.mp3
0,Soul Jazz,AD7PQySHAZc.mp3
0,Soul Jazz,ScNgrQ1EXr0.mp3
0,Trip Hop,Epgo8ixX6Wo.mp3
0,Trip Hop,kX3JCrEs_qw.mp3
0,Trip Hop,B4TxEsRxltg.mp3
0,Trip Hop,jcFuSDcBh8w.mp3
0,Trip Hop,ggacjeZRdok.mp3
1,Big Band,SldKwr1R0Yk.mp3
1,Big Band,qw4OBoIE6KY.mp3
1,Bop,09BB1pci8_o.mp3
1,Bop,LJpFkgiPpEk.mp3
1,Bop,73VczRfu9Kg.mp3
1,Bop,5a4n6yZIXxI.mp3
1,House,eZ7VYkYPyoc.mp3
1,House,yTGNlvFNDLk.mp3
1,Jazz,2AR93r-ASWI.mp3
1,Soul Jazz,QlJ9aVrsRHc.mp3
1,Jazz,YP_Q8EtAeQ4.mp3
1,Swing,_7WCzeylk08.mp3
1,Vocal Jazz,3TS3Ltbn2bY.mp3
2,Ambient New Age,5mAj05AUQu0.mp3
2,Ambient New Age,aKw5mbcE7VY.mp3
2,Church Music,kK5AohCMX0U.mp3
2,Church Music,SGWYbkXCcGU.mp3
2,Church Music,ho9rZjlsyYY.mp3
2,Church Music,EmORbVcjjGc.mp3
2,Church Music,XlLjOZz__AI.mp3
2,Church Music,k1-TrAvp_xs.mp3
2,Church Music,kkJC8p48g6g.mp3
2,Church Music,GFoT6UUNLZc.mp3
2,Church Music,SZQzW_QfPew.mp3
2,Church Music,H3v9unphfi0.mp3
2,Classical,eswKJ_EOdf8.mp3
2,Symphony,_4IRMYuE1hI.mp3
2,Concerto,FCi2u265wxQ.mp3
2,Symphony,iCEDfZgDPS8.mp3
2,Classical,5GFfIe3mr20.mp3
2,Classical,mqjKKg7BRvo.mp3
2,Classical,BbT_Q23SSpc.mp3
2,Classical,1uPc_6KIerA.mp3
2,Concerto,V14in2dBg2k.mp3
2,Concerto,e-GMagL7N7Q.mp3
2,Concerto,3oUKEOMhx4A.mp3
2,Concerto,EwjZwONDca8.mp3
2,Concerto,p_gHgbR0y1E.mp3
2,Concerto,psm5dsUH2WM.mp3
2,Concerto,U2zleXyWFac.mp3
2,Concerto,BWerj8FcprM.mp3
2,EDM,LqOJq0HeZMc.mp3
2,Opera,YuBeBjqKSGQ.mp3
2,Opera,xCFEk6Y8TmM.mp3
2,Opera,OzWX59Nvimw.mp3
2,Opera,iJnJjpMdT3Y.mp3
2,Opera,XcQNjV-YSiM.mp3
2,Opera,87UE2GC5db0.mp3
2,Opera,DLG9pW5-EAc.mp3
2,Symphony,P_1N6_O254g.mp3
2,Symphony,W9kLG7KmteY.mp3
2,Symphony,B51na4gPbQU.mp3
2,Symphony,ESmLFX8Bk0M.mp3
2,Symphony,T1h1NJMKtnc.mp3
2,Symphony,Iq-3B6xfNpY.mp3
2,Symphony,lYAyDg1DunU.mp3
2,Symphony,QNRxHyZDU-Q.mp3
2,Symphony,cao6WyF-61s.mp3
2,Symphony,WivalAzyIfk.mp3
3,Big Band,TxH9Dg1JLio.mp3
3,Big Band,_CI-0E_jses.mp3
3,Rural Blues,39RBm4tH9cA.mp3
3,Rural Blues,C_HmbIPdz34.mp3
3,Chanson Francaise,4GueQZ0w4Lc.mp3
3,Chanson Francaise,9LKMN8-azPc.mp3
3,Chanson Francaise,OKztAgfYvjw.mp3
3,Chanson Francaise,gj1_tJ9fZCU.mp3
3,Chanson Francaise,XoLcVzxwgvQ.mp3
3,Chanson Francaise,h9-OzSzCDWo.mp3
3,Chill Out Lounge,aiMxmJlsOL0.mp3
3,Country,Ixrje2rXLMA.mp3
3,Country,7qaHdHpSjX8.mp3
3,Country,1Q1Uk68-Cl4.mp3
3,Country,NVq27glkY_A.mp3
3,Country Rock,qpYW3qng78E.mp3
3,Dub,732vFf2VmK4.mp3
3,Easy Listening,j9zuYfdfeoM.mp3
3,Easy Listening,Dxkjj-W801A.mp3
3,Easy Listening,2NglD0H-cps.mp3
3,Easy Listening,uyhkQxIoCx4.mp3
3,Easy Listening,-qRP_gnygT8.mp3
3,Folk,kyquqw6GeXk.mp3
3,Folk,9C1BCAgu2I8.mp3
3,Folk,G58XWF6B3AA.mp3
3,Folk,TvMS_ykiLiQ.mp3
3,Folk,0TNYMvrYrMM.mp3
3,Funk,oEYgSuIWPTs.mp3
3,Funk,AoQ4AtsFWVM.mp3
3,Indie Rock,-PS572zgzAE.mp3
3,Pop,wPw5WiABUOA.mp3
3,Rural Blues,39RBm4tH9cA.mp3
3,Rural Blues,C_HmbIPdz34.mp3
3,Salsa - Afro Cuban,g-VWJKQ1VWk.mp3
3,Salsa - Afro Cuban,UyvlaYm6Ris.mp3
3,Salsa - Afro Cuban,ftQDhQ2UXo8.mp3
3,Samba - Bossa Nova - MPB,8PYKOo_jgJo.mp3
3,Samba - Bossa Nova - MPB,WxzJUMnFe_A.mp3
3,Samba - Bossa Nova - MPB,yUuJrpP0Mak.mp3
3,Samba - Bossa Nova - MPB,ZehebjPc34E.mp3
3,Samba - Bossa Nova - MPB,2w_V4H-pxFY.mp3
3,Samba - Bossa Nova - MPB,3RrDAI7tFzU.mp3
3,Samba - Bossa Nova - MPB,VofYXCJyeTY.mp3
3,Soul,KvC9V_lBnDQ.mp3
3,Soul,FX5T9GvSnbY.mp3
3,Soul,6FOUqQt3Kg0.mp3
3,Soul,rTVjnBo96Ug.mp3
3,Soul Jazz,fOB2ml03K9s.mp3
3,Soul Jazz,ukOs3am7CtE.mp3
3,Soul Jazz,c4ukkhdoFFo.mp3
3,Soul Jazz,bfZ--tNtzBs.mp3
3,Swing,mHANNkKBSNU.mp3
3,Swing,Zsk5EPKm5T0.mp3
3,Vocal Jazz,OoAP9Dtz6gc.mp3
3,Vocal Jazz,EsYrpHcGy5E.mp3
4,IDM - Electronica,pFuTpFumd9s.mp3
4,Breakbeat,0InCN5ssSeM.mp3
4,Chill Out Lounge,kfRmrg0g060.mp3
4,Country Rock,tdsJI8Wc2D4.mp3
4,Dance Pop,qrO4YZeyl0I.mp3
4,Disco,eL8vHOAp9E8.mp3
4,Drum & Bass,cG7cRDcPY3k.mp3
4,Drum & Bass,s6BHQztjkuU.mp3
4,Dubstep,IUGzY-ihqWc.mp3
4,Dubstep,WSeNSzJ2-Jw.mp3
4,Dubstep,h3cE9iXIx9c.mp3
4,Dubstep,CDmWJbN8bDo.mp3
4,Dubstep,haas3N9vxsM.mp3
4,Dubstep,taJWCXQRye0.mp3
4,Jazz,vwwkjI65Q0A.mp3
4,Opera,y3xyp54bZqs.mp3
4,Pop Rock,GW3enefjwY0.mp3
4,Reggae,9PukqhfMxfc.mp3
4,Reggaeton,kJQP7kiw5Fk.mp3
4,Rock,gGdGFtwCNBE.mp3
4,Rock,BR2JtsVumFA.mp3
4,Rural Blues,UaLEFkLlpy4.mp3
4,Speech,r3rZIWohyYE.mp3
4,Speech,QlzVpPf_juw.mp3
4,Speech,XmaCLxsTgOM.mp3
4,Speech,BRdKgaMLPaA.mp3
4,Speech,pRI6HsTLAjU.mp3
4,Speech,C3lMGhWFo-A.mp3
4,Speech,0j64SZhdoa0.mp3
4,Speech,0tYBeF4bhNQ.mp3
4,Speech,OB1wEhOgoVY.mp3
4,Speech,4Oj3__6qomo.mp3
4,Tech House,fJvatGfD9Pg.mp3
4,Techno,Ul-Jh_E1-uM.mp3
5,Bollywood,tzRFLMn4kpM.mp3
5,Bollywood,bPk9bSvQQoc.mp3
5,Bollywood,k7vNilNjAwE.mp3
5,Bollywood,MP4F0ZcW_G0.mp3
5,Bollywood,I08ex7M5WTw.mp3
5,Bollywood,IBvg3WeqP1U.mp3
5,Bollywood,PiqQAGTcrA0.mp3
5,Bollywood,Y8QH7a5YQFU.mp3
5,Salsa - Afro Cuban,ZFpCALtVUcE.mp3
5,Salsa - Afro Cuban,NnvFT5_Ltqg.mp3
5,Salsa - Afro Cuban,qYkpURie5cU.mp3
5,Salsa - Afro Cuban,v8g8pq-kHes.mp3
5,Salsa - Afro Cuban,Wj07dSnB-Ng.mp3
5,Salsa - Afro Cuban,TxRWQHCSmUg.mp3
5,Salsa - Afro Cuban,B_kAtTBUDIA.mp3
6,Ambient New Age,omqX7sApDDI.mp3
6,Ambient New Age,ZRSNy8DcIDk.mp3
6,Ambient New Age,ReSiLlGzj_A.mp3
6,Ambient New Age,OR4Rn1Wt96k.mp3
6,Ambient New Age,wx6sd2Uiapk.mp3
6,Breakbeat,8qWePX39R40.mp3
6,Chill Out Lounge,xuDq8kWCroA.mp3
6,Chill Out Lounge,YkuH_m3d-8Q.mp3
6,Classical,nPHzs6YwsvA.mp3
6,Dance Pop,6M6samPEMpM.mp3
6,Drum & Bass,6t88RGH8MKs.mp3
6,Drum & Bass,Q5jZXE3bNPg.mp3
6,Drum & Bass,bbmdDQ3XrTM.mp3
6,Drum & Bass,WvxH5UsWsGw.mp3
6,Dub,yeWBeNUdfsU.mp3
6,Dubstep,JRftXCiqfQ8.mp3
6,Dubstep,R5N7JaURMxQ.mp3
6,Dubstep,qql97uZI0-M.mp3
6,Dubstep,eakT0od-gY0.mp3
6,EDM,4m9vlfmjDqM.mp3
6,EDM,5GNE51G207g.mp3
6,Electro Body Music,SJsaWXt9GqM.mp3
6,Electro Body Music,wwfd3g8v-00.mp3
6,Electro Pop,KFq2pU21cNU.mp3
6,Electro Pop,wkKueyJaA0A.mp3
6,Electro Pop,fpWNimba344.mp3
6,Electro Pop,cBMAw21l4_k.mp3
6,Eurodance,KkhGkRahU6g.mp3
6,Experimental Electronic Music,1RyOzhdd2Jw.mp3
6,Experimental Electronic Music,oZKSb7JYSKc.mp3
6,Experimental Electronic Music,3XJluLc_5sk.mp3
6,Experimental Electronic Music,QXPkqP9sAvY.mp3
6,Experimental Electronic Music,UA0U8WJdBmg.mp3
6,Experimental Electronic Music,oH_-DdezpYg.mp3
6,Experimental Electronic Music,G8LKgDNkK7o.mp3
6,Experimental Electronic Music,qnshrtoaXNA.mp3
6,Experimental Electronic Music,H-7S9RB7BOI.mp3
6,Folk,7oday_Fc-Gc.mp3
6,Hip Hop,RLnA25dVzrQ.mp3
6,House,L5KQbLToL6g.mp3
6,House,2MbMrplJZNQ.mp3
6,House,B0qz6XwxUiM.mp3
6,IDM - Electronica,SqayDnQ2wmw.mp3
6,IDM - Electronica,rZxHZ-unOBQ.mp3
6,IDM - Electronica,U-F-dUxNEKQ.mp3
6,IDM - Electronica,gsAQZahOhfE.mp3
6,IDM - Electronica,XisOVzJ32_g.mp3
6,IDM - Electronica,Od0ZvXXghP4.mp3
6,Illbient Dark Ambient,aebnsb3pIak.mp3
6,Illbient Dark Ambient,wshd3Dy5uKE.mp3
6,Illbient Dark Ambient,toB5wOvpSos.mp3
6,Illbient Dark Ambient,AnCGnKyRBwg.mp3
6,Illbient Dark Ambient,Qz15AKiKCAs.mp3
6,Illbient Dark Ambient,bkJd-i0iL2E.mp3
6,Illbient Dark Ambient,bvE3vz_OugA.mp3
6,Illbient Dark Ambient,HVwbGCUDcFo.mp3
6,Industrial,0ZiWKNzUD-0.mp3
6,Industrial,N-IixtxKETU.mp3
6,Industrial,y6i2AGZCQZg.mp3
6,Industrial,6KLO2ubqUW4.mp3
6,Industrial,FGRx2U2uZsw.mp3
6,Industrial,OZWmYEUoweg.mp3
6,Latin Pop - Latin Dance,xFutjZEBTXs.mp3
6,Latin Pop - Latin Dance,c73Cu3TQnlg.mp3
6,New Wave,_6FBfAQ-NDE.mp3
6,Noise Music,TEQ6nUBZm3c.mp3
6,Noise Music,Z_mALNbuQZ0.mp3
6,Noise Music,gF2fY-Nv1YM.mp3
6,Noise Music,X4GNogX7beI.mp3
6,Noise Music,-iD_LQiv9wE.mp3
6,Noise Music,L1R9uxFsO_k.mp3
6,Noise Music,06Ot0DaN1hM.mp3
6,Noise Music,-a3SIjNKHHg.mp3
6,Noise Music,bKDjOAz6JNo.mp3
6,Nu Metal,XOzs1FehYOA.mp3
6,Punk,1JRJ5vz7paE.mp3
6,Reggaeton,6BTjG-dhf5s.mp3
6,Reggaeton,kkx-7fsiWgg.mp3
6,Tech House,Vsy1URDYK88.mp3
6,Tech House,sHVNaitVBlY.mp3
6,Tech House,JguykkW4rMY.mp3
6,Techno,9dhVXLUpY4s.mp3
6,Techno,9KjKTvsNVo8.mp3
6,Techno,bh66pGIhysQ.mp3
6,Techno,UG3uuStJnXA.mp3
6,Trip Hop,InFbBlpDTfQ.mp3
6,Trip Hop,GtNQ0qrfDIk.mp3
6,Trip Hop,3dvbLfVRmhE.mp3
6,Trip Hop,_AKEVGfpHN0.mp3
7,Big Band,WGq-eCoPSwA.mp3
7,Big Band,HAqyj5nPEzA.mp3
7,Big Band,dtd_CF7AvcQ.mp3
7,Big Band,Na1N80vKXLw.mp3
7,Big Band,cCRq6NpIP8s.mp3
7,Big Band,7pnSNIab1sM.mp3
7,Rural Blues,Yd60nI4sa9A.mp3
7,Rural Blues,Y_o4omd8T5c.mp3
7,Rural Blues,RKBzv5lWLQs.mp3
7,Bop,-Hpczb5quhk.mp3
7,Bop,0t5gbhk4l7k.mp3
7,Bop,lHUapMTgWD0.mp3
7,Bop,uFEb45pnko8.mp3
7,Bop,Cv9NSR-2DwM.mp3
7,Bop,6ScZtKqVMS4.mp3
7,Chanson Francaise,Ep3rdap8Xk8.mp3
7,Chanson Francaise,lrVlDFVWxK8.mp3
7,Trip Hop,t989-ukRYTY.mp3
7,Country,bnrSvuOx3lk.mp3
7,Country,363Nlp3w050.mp3
7,Gospel,ZJg5Op5W7yw.mp3
7,Jazz,sCQfTNOC5aE.mp3
7,Jazz,iDjeXUxbvGI.mp3
7,Big Band,cb2w2m1JmCY.mp3
7,Jazz,PYPAynXWfJ8.mp3
7,Jazz,aWhAN3iik-k.mp3
7,Rock N Roll,ZFo8-JqzSCM.mp3
7,Rural Blues,Yd60nI4sa9A.mp3
7,Rural Blues,Y_o4omd8T5c.mp3
7,Rural Blues,RKBzv5lWLQs.mp3
7,Rural Blues,XUTWiWb8CUM.mp3
7,Rural Blues,65cyFI8VGRQ.mp3
7,Rural Blues,kjCW38GFeRA.mp3
7,Rural Blues,7up2b4keW_k.mp3
7,Samba - Bossa Nova - MPB,i9RbBcDTRAI.mp3
7,Soul,CnI_LuCJ4Ek.mp3
7,Swing,TidFfVcIl3E.mp3
7,Swing,gcE1avXFJb4.mp3
7,Swing,sPKkrYQvAyg.mp3
7,Jazz,SydaNY74Nb0.mp3
7,Vocal Jazz,4P0hG3sD0-E.mp3
7,Vocal Jazz,GeisCvjwBMo.mp3
7,Vocal Jazz,389fPqjTi9M.mp3
